bctcb2020,cenblock20,comp2020ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,comp2021,comp2022,comp2023,cenunits20,filed,approved,permitted,withdrawn,inactive
10134002000,360610134002000,0,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,322,0,0,2,0,0
10134002001,360610134002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,-6,0
10134003000,360610134003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,0,0,0,1,0
10134004000,360610134004000,0,0,0,0,45,0,0,0,-5,-7,0,0,0,0,0,623,0,0,0,0,0
10134005000,360610134005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,-3,0,0,0,13
10134005001,360610134005001,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,405,0,0,0,0,0
10134006000,360610134006000,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,386,0,0,0,0,0
10134006001,360610134006001,0,0,0,0,0,0,1,0,1,-16,-9,0,-27,-7,0,626,0,0,77,0,2
10134007000,360610134007000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0
10134007001,360610134007001,0,0,-4,0,0,0,1,0,0,0,0,0,0,0,0,610,0,0,0,0,1
10134008000,360610134008000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1029,0,0,0,0,0
10134009000,360610134009000,0,32,-27,0,-19,0,0,0,1,0,0,0,0,-19,0,685,0,0,145,0,-45
10135010002,360610135010002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135011000,360610135011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,21
10135011001,360610135011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
10135011002,360610135011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135011003,360610135011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
10135011004,360610135011004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0
10135012000,360610135012000,0,0,-2,0,96,0,-1,0,392,0,103,0,0,0,0,1162,0,0,0,0,0
10135012001,360610135012001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0
10135013000,360610135013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135013001,360610135013001,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,859,0,0,0,0,0
10135013002,360610135013002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135014000,360610135014000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135014001,360610135014001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135014002,360610135014002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135014003,360610135014003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135020002,360610135020002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135021000,360610135021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0
10135021001,360610135021001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,71,0,0,0,0
10135022000,360610135022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2,0,0,0,0
10135022001,360610135022001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
10135022002,360610135022002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135022003,360610135022003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0
10135023000,360610135023000,0,0,0,0,0,0,0,709,65,0,0,0,0,0,0,1376,0,0,0,0,0
10135023001,360610135023001,0,0,0,0,0,0,0,0,0,1028,0,0,77,0,0,1025,0,0,0,0,0
10135024000,360610135024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135024001,360610135024001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10135025000,360610135025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135025001,360610135025001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135025002,360610135025002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135025003,360610135025003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10136011000,360610136011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10136011001,360610136011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10136011002,360610136011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0
10136011003,360610136011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0
10136011004,360610136011004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,1
10136011005,360610136011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10136021000,360610136021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0
10136022000,360610136022000,0,0,0,0,0,0,-4,0,-40,0,29,0,0,0,0,601,0,0,0,-2,0
10136022001,360610136022001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0
10136023000,360610136023000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,18
10136023001,360610136023001,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,111,0,0,0,0,0
10136031000,360610136031000,0,0,0,0,0,0,0,0,0,-42,-60,0,0,0,0,626,0,0,0,0,0
10136032000,360610136032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0
10136033000,360610136033000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0
10136033001,360610136033001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0
10136041000,360610136041000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,0,0,0,1
10136042000,360610136042000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,755,0,0,0,0,4
10136043000,360610136043000,-1,0,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,805,0,4,0,0,0
10136044000,360610136044000,0,0,0,0,0,0,0,-38,0,0,0,0,0,0,0,757,0,0,0,0,-2
10137001000,360610137001000,-1,0,0,0,0,0,0,0,188,0,0,-1,0,0,0,1205,0,0,0,209,209
10137002000,360610137002000,60,0,0,0,133,-134,0,0,0,0,0,60,-1,0,0,633,0,0,0,29,41
10137002001,360610137002001,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,561,0,0,0,0,0
10137003000,360610137003000,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,760,0,0,0,0,0
10137003001,360610137003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0
10137004000,360610137004000,0,0,0,-1,-127,0,0,0,0,117,0,0,0,0,0,880,0,0,0,-127,45
10137004001,360610137004001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10137004002,360610137004002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10137004003,360610137004003,0,0,0,0,0,-25,0,0,0,0,179,0,0,0,0,180,0,0,0,0,0
10137005000,360610137005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0
10137005001,360610137005001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,-1,0,0
10137006000,360610137006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10137006001,360610137006001,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,189,5,0,0,0,0
10137006002,360610137006002,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0
10137006003,360610137006003,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,127,1070,0,0,0,39
10138001000,360610138001000,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,655,9,0,0,0,0
10138002000,360610138002000,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,1060,0,0,0,0,0
10138003000,360610138003000,0,0,0,-6,0,0,0,4,-3,0,0,0,0,0,0,352,0,0,0,0,0
10138003001,360610138003001,0,0,0,0,0,0,0,0,-2,5,0,0,0,0,0,358,0,0,0,0,0
10138004000,360610138004000,0,0,0,0,0,0,0,0,0,0,-26,0,-24,21,0,565,0,0,68,-16,-14
10138004001,360610138004001,0,-1,0,0,0,0,0,0,0,0,-34,0,-6,85,0,489,0,0,128,-6,2
10138005000,360610138005000,31,7,1,6,0,0,-17,-6,0,3,0,31,0,0,0,826,0,0,0,1,2
10138006000,360610138006000,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,967,-2,0,0,0,-3
10138007000,360610138007000,0,0,0,0,0,2,-70,-8,0,6,2,0,72,0,0,288,0,0,0,4,0
10138007001,360610138007001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0
10138008000,360610138008000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,0,0,14,0,0
10138009000,360610138009000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0
10139001000,360610139001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,0,0,0,0,0
10139002000,360610139002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,206,0,1,0,2
10139003000,360610139003000,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,369,0,0,0,0,0
10139003001,360610139003001,-1,0,0,0,0,-7,0,17,0,0,5,-1,0,0,0,565,0,0,28,0,0
10139004000,360610139004000,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,695,0,0,2,0,1
10139004001,360610139004001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0
10139004002,360610139004002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0
10139005000,360610139005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,0,0,6,0,-8
10139006000,360610139006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,-11,0
10139007000,360610139007000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,403,0,1,10,0
10140001000,360610140001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0
10140001001,360610140001001,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,1,0
10140002000,360610140002000,5,0,0,0,0,0,-10,0,0,0,0,5,0,0,0,446,0,0,0,1,-5
10140002001,360610140002001,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,252,0,0,0,0,-1
10140002002,360610140002002,0,0,0,-1,0,0,0,7,0,0,0,0,0,0,0,383,0,0,-16,0,0
10140003000,360610140003000,0,0,0,0,-6,0,0,15,0,0,0,0,0,0,0,345,0,0,0,0,-1
10140003001,360610140003001,1,1,0,0,0,0,0,-4,0,-16,0,1,0,23,0,300,0,0,8,-2,0
10140004000,360610140004000,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,267,0,0,0,0,0
10140004001,360610140004001,0,0,0,0,0,0,0,-4,0,0,0,0,-13,0,0,131,0,0,-10,0,7
10140005000,360610140005000,0,0,-2,0,-6,0,0,0,0,0,0,0,0,0,0,205,0,0,-1,0,0
10140005001,360610140005001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,1,0
10140005002,360610140005002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,-6
10140005003,360610140005003,0,0,0,0,31,0,0,0,0,0,-18,0,0,32,0,167,0,0,0,0,0
10140006000,360610140006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,-2,0
10140006001,360610140006001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,-1,0,-1
10142001000,360610142001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
10142001001,360610142001001,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,198,0,0,-2,0,-10
10142002000,360610142002000,0,0,0,-10,0,0,1,0,0,0,0,0,0,0,0,84,0,0,0,0,0
10142002001,360610142002001,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,212,-3,-7,-2,0,0
10142002002,360610142002002,0,0,-1,0,0,0,0,0,0,0,0,0,0,-2,0,65,0,0,0,0,0
10142002003,360610142002003,0,0,0,0,0,0,0,0,0,0,-12,0,16,0,0,279,1,0,-2,-7,0
10142003000,360610142003000,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,217,0,0,0,0,0
10142003001,360610142003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0
10142004000,360610142004000,8,0,0,0,0,-2,0,0,-1,0,0,8,0,0,0,217,26,-1,-1,0,10
10142004001,360610142004001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
10142004002,360610142004002,0,0,0,1,-2,-1,0,0,0,-12,0,0,0,0,0,139,0,0,-2,0,0
10142005000,360610142005000,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,172,0,-9,-3,0,-2
10142005001,360610142005001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,4,0,0
10142005002,360610142005002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,-1
10142006000,360610142006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0
10142006001,360610142006001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,-1,0,0,0,0
10143001000,360610143001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001001,360610143001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001002,360610143001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001003,360610143001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001004,360610143001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001005,360610143001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001006,360610143001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001007,360610143001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10143001008,360610143001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001009,360610143001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001010,360610143001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001011,360610143001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001012,360610143001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001013,360610143001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001014,360610143001014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001015,360610143001015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001016,360610143001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001017,360610143001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001018,360610143001018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001019,360610143001019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001020,360610143001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001021,360610143001021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001022,360610143001022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001023,360610143001023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001024,360610143001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001025,360610143001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001026,360610143001026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001027,360610143001027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001028,360610143001028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001029,360610143001029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001030,360610143001030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001031,360610143001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143001032,360610143001032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
10143001033,360610143001033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10144011000,360610144011000,0,0,0,0,0,0,0,0,0,0,-18,0,0,0,0,550,0,0,0,0,0
10144012000,360610144012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0,-1
10144013000,360610144013000,-2,0,0,-1,0,0,0,0,0,0,0,-2,0,0,0,680,0,0,0,0,-1
10144014000,360610144014000,0,0,-1,0,0,0,0,0,-3,0,0,0,0,0,0,707,0,0,-1,0,0
10144021000,360610144021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0
10144022000,360610144022000,0,3,-1,0,0,0,0,0,-2,0,5,0,0,0,0,647,0,0,0,3,4
10144023000,360610144023000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,0,0,0,0,0
10144024000,360610144024000,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,18,0,0,0,0,0
10144024001,360610144024001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,1,0
10144024002,360610144024002,0,0,0,0,0,0,0,-34,0,0,0,0,140,0,0,323,0,0,0,0,0
10144025000,360610144025000,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,783,0,0,0,0,0
10144026000,360610144026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,-1,0,0
10144027000,360610144027000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10144027001,360610144027001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10144027002,360610144027002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10145001000,360610145001000,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,279,0,0,0,0,0
10145001001,360610145001001,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0
10145001002,360610145001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0
10145002000,360610145002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,-2
10145003000,360610145003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0
10145003001,360610145003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0
10145003002,360610145003002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0
10145004000,360610145004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,123,0,0
10145004001,360610145004001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0
10145004002,360610145004002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10145005000,360610145005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0
10145005001,360610145005001,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,527,0,0,0,0,0
10146011000,360610146011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,-2,-35,0,0,0
10146012000,360610146012000,0,0,0,0,0,1,0,0,0,-10,-55,0,0,0,0,539,0,0,610,0,29
10146013000,360610146013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0
10146014000,360610146014000,4,0,0,0,0,0,0,0,0,0,0,4,0,0,5,930,0,0,0,0,0
10146021000,360610146021000,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,954,51,0,0,13,0
10146022000,360610146022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,0
10146022001,360610146022001,-6,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,332,0,0,0,0,0
10146023000,360610146023000,0,0,0,0,0,-42,0,0,82,0,0,0,0,0,0,781,0,0,1,0,0
10146024000,360610146024000,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,935,0,0,0,0,0
10146025000,360610146025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0
10146026000,360610146026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,1,0,-32
10146026001,360610146026001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,-34,0,0,0
10147001000,360610147001000,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0
10147002000,360610147002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10147003000,360610147003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,0,0,26,0,0
10148011000,360610148011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0
10148011001,360610148011001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300,0,0,-5,0,0
10148012000,360610148012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0
10148012001,360610148012001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,33,0,0
10148021000,360610148021000,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,0,536,0,0,0,0,-6
10148021001,360610148021001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,-12
10148022000,360610148022000,0,0,0,0,0,0,-27,0,0,0,0,0,0,0,0,334,0,0,-2,0,-2
10148022001,360610148022001,0,0,0,0,0,-18,0,0,0,0,47,0,0,0,0,429,0,0,0,0,-5
10148022002,360610148022002,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,288,0,0,0,0,0
10148022003,360610148022003,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,59,0,0,0,0,0
10148023000,360610148023000,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,316,0,0,0,0,0
10148023001,360610148023001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0
10148024000,360610148024000,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0
10148024001,360610148024001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0
10148025000,360610148025000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,-4,0,0
10149001000,360610149001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10149001001,360610149001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
10149001002,360610149001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0
10149001003,360610149001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10149001004,360610149001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0
10149002000,360610149002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,126,0,0
10149003000,360610149003000,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,911,0,2,0,-5,1
10149004000,360610149004000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,-13
10149004001,360610149004001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10149005000,360610149005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0
10150011000,360610150011000,-8,0,0,0,-10,0,0,0,14,0,0,-8,0,0,7,393,0,0,0,0,-1
10150011001,360610150011001,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,155,0,0,0,16,0
10150012000,360610150012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0
10150012001,360610150012001,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,248,0,0,0,0,0
10150021000,360610150021000,0,-3,0,0,0,0,0,-5,0,-1,0,0,0,0,0,209,0,0,0,0,0
10150021001,360610150021001,0,0,0,0,-2,0,9,0,0,-3,0,0,0,0,0,369,0,0,0,13,0
10150021002,360610150021002,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0
10150022000,360610150022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0
10150022001,360610150022001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
10150022002,360610150022002,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,266,0,0,0,0,0
10150023000,360610150023000,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,357,0,0,0,0,0
10150023001,360610150023001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0
10150024000,360610150024000,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
10150024001,360610150024001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,1,1,0,-1
10150024002,360610150024002,0,0,0,-1,0,0,0,0,0,-20,-6,0,0,13,0,195,0,0,0,-30,0
10151011000,360610151011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0
10151012000,360610151012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0
10151013000,360610151013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10151013001,360610151013001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0
10151021000,360610151021000,0,0,0,105,0,0,0,0,0,0,0,0,-6,0,0,370,0,0,0,0,0
10151021001,360610151021001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0
10151022000,360610151022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0
10151022001,360610151022001,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0
10151022002,360610151022002,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,962,0,0,0,530,0
10151022003,360610151022003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0
10151022004,360610151022004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,0
10151023000,360610151023000,0,0,0,0,0,0,0,616,361,0,1131,0,0,0,0,1859,0,0,0,0,0
10151023001,360610151023001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
