bct2020,centract2020,comp2020ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,comp2021,comp2022,comp2023,cenunits20,filed,approved,permitted,withdrawn,inactive
4013500,36081013500,0,4,1,1,2,1,0,1,1,1,-2,0,5,5,0,,4,0,2,3,4
4013600,36081013600,0,0,-2,0,0,0,0,0,0,2,1,0,1,2,1,,2,0,2,1,0
4013700,36081013700,0,1,-2,-1,2,1,-3,-1,2,0,2,0,0,1,0,,8,0,100,7,12
4013800,36081013800,0,0,0,52,6,2,-1,0,4,2,0,0,0,0,0,,0,4,0,1,1
4014000,36081014000,0,0,-1,1,0,0,2,40,0,1,1,0,1,7,0,,1,1,2,3,8
4014100,36081014100,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,0,,0,0,1,0,0
4014201,36081014201,0,0,1,0,182,0,1,10,-3,2,0,0,0,0,0,,0,0,16,16,93
4014202,36081014202,1,1,6,0,3,0,-2,2,0,0,6,1,0,0,1,,2,3,2,7,7
4014300,36081014300,1,2,1,0,0,5,0,3,-10,5,10,2,22,-2,0,,0,60,5,6,4
4014400,36081014400,-1,-1,1,2,5,1,0,1,0,0,0,-1,0,0,0,,0,0,0,1,19
4014500,36081014500,1,3,1,5,2,0,2,1,2,0,2,1,5,6,0,,1,0,4,0,5
4014700,36081014700,0,0,2,0,3,6,0,2,1,1,4,0,-4,0,1,,1,0,11,1,4
4014800,36081014800,0,6,10,0,2,0,0,0,0,0,0,0,1,1,1,,5,0,1,1,4
4014900,36081014900,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,,0,0,6,2,0
4015000,36081015000,0,0,8,2,3,0,0,0,0,0,1,0,0,0,0,,1,0,0,-2,4
4015100,36081015100,0,8,0,1,1,1,0,3,0,2,5,0,0,0,0,,2,2,2,-1,24
4015200,36081015200,0,0,4,12,0,0,3,0,0,-2,1,7,-3,2,0,,0,2,1,1,10
4015300,36081015300,0,3,1,8,-3,-2,1,0,17,7,-2,0,0,0,0,,0,1,12,0,19
4015400,36081015400,0,0,-1,1,1,2,-1,0,0,0,0,0,10,0,0,,0,3,28,5,15
4015500,36081015500,1,18,8,6,8,15,0,-5,12,0,7,1,-2,12,5,,2,0,25,23,16
4015600,36081015600,0,4,2,1,1,1,0,2,1,3,1,-1,0,0,4,,0,1,6,0,3
4015700,36081015700,0,0,1,0,0,0,0,0,0,87,0,0,143,25,0,,0,0,2,0,-1
4015801,36081015801,0,0,2,0,1,2,0,2,2,0,-1,0,1,7,1,,9,1,18,-3,1
4015802,36081015802,12,0,-2,4,1,0,1,-1,1,-2,0,12,1,-4,0,,7,-1,11,1,-2
4015900,36081015900,1,6,1,0,-1,0,1,8,0,0,0,1,0,0,0,,2,1,354,4,3
4016100,36081016100,0,0,0,8,0,-1,-1,1,0,-2,1,0,0,8,1,,0,0,1,1,9
4016300,36081016300,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,,0,0,2,1,1
4016400,36081016400,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,3,0,0,0,2
4016600,36081016600,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,-1,0,2
4016800,36081016800,0,0,4,0,0,1,1,1,-1,1,4,0,0,0,0,,0,0,2,0,5
4016900,36081016900,0,0,-1,0,0,0,-2,0,0,1,0,0,0,0,1,,0,0,0,2,16
4017000,36081017000,1,1,1,0,1,4,2,0,-2,1,-1,1,0,1,0,,2,0,1,3,4
4017101,36081017101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,167,0,0,1
4017102,36081017102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,635,0
4017200,36081017200,1,-1,0,-1,0,0,-1,0,0,0,0,1,0,0,0,,-1,0,3,0,3
4017400,36081017400,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,,-1,0,0,2,4
4017600,36081017600,0,3,2,0,-1,3,0,0,1,1,1,0,0,-2,1,,0,3,12,2,7
4017800,36081017800,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,,0,0,3,1,4
4017901,36081017901,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,,0,0,47,0,1
4017902,36081017902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4018000,36081018000,0,8,0,1,0,4,0,0,-1,0,0,0,0,0,0,,1,0,4,1,3
4018101,36081018101,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,26,0,1
4018102,36081018102,0,0,0,-8,0,0,0,38,0,0,0,0,0,0,0,,0,0,99,0,0
4018200,36081018200,2,3,1,1,0,0,0,0,8,3,1,1,5,2,0,,3,3,6,6,4
4018300,36081018300,0,0,1,0,1,-2,16,1,-3,-2,-2,0,0,27,0,,26,0,86,12,27
4018401,36081018401,0,6,0,-2,0,0,2,0,1,2,2,0,4,1,0,,0,0,0,0,0
4018402,36081018402,1,0,-1,2,2,0,2,0,0,0,0,1,0,0,1,,0,1,2,0,2
4018501,36081018501,0,1,0,0,0,0,1,0,0,4,0,0,1,2,0,,0,0,0,0,0
4018502,36081018502,0,0,0,0,-2,0,0,0,0,0,-2,0,12,0,0,,0,0,10,1,0
4018600,36081018600,1,1,1,0,0,0,0,1,6,0,3,1,0,0,2,,1,1,0,2,1
4018700,36081018700,1,1,1,0,1,0,1,0,0,2,16,1,2,2,0,,0,0,7,3,6
4018800,36081018800,2,4,4,1,0,2,2,1,1,0,0,2,-1,1,1,,0,0,12,0,3
4018900,36081018900,0,2,0,0,0,0,0,0,1,0,0,0,-1,0,0,,0,0,3,0,1
4019000,36081019000,2,0,0,0,0,3,2,0,5,0,0,2,0,0,0,,0,1,0,1,16
4019200,36081019200,-1,0,0,1,0,0,0,0,-1,0,4,-1,0,0,0,,0,0,4,-2,1
4019400,36081019400,0,2,1,0,0,0,1,0,1,3,1,1,3,1,1,,0,0,19,1,2
4019600,36081019600,7,7,0,3,3,0,0,0,0,1,1,8,0,-3,3,,3,8,8,2,3
4019800,36081019800,-1,5,6,0,0,2,-3,0,2,0,1,-1,0,0,2,,73,0,0,4,7
4019901,36081019901,-3,-2,-5,-2,-3,0,-1,-2,-1,-2,0,-3,0,0,0,,0,0,0,0,0
4019902,36081019902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4019903,36081019903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4020200,36081020200,1,6,2,0,1,0,0,1,0,-1,12,1,3,1,2,,0,0,2,0,3
4020400,36081020400,-1,14,0,-2,1,1,0,0,6,8,-4,-5,0,-3,7,,70,0,33,7,36
4020500,36081020500,0,0,-1,-5,-2,0,-1,0,0,0,0,0,-1,0,0,,0,0,0,0,-7
4020600,36081020600,0,6,7,0,0,1,1,0,0,8,14,0,1,0,0,,6,0,4,0,11
4020800,36081020800,540,0,1,7,-4,-4,1,-2,8,383,-1,540,125,535,0,,0,173,1230,-3,25
4021200,36081021200,3,0,0,0,0,-2,3,0,-3,9,0,3,3,9,0,,397,0,6,0,-2
4021400,36081021400,32,1,-2,0,4,1,-2,0,0,0,0,32,14,65,0,,0,22,83,1,11
4021601,36081021601,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,,0,0,83,2,0
4021602,36081021602,-2,2,2,-1,0,0,0,0,0,-2,-2,-2,0,-1,0,,7,0,63,27,49
4021603,36081021603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4021900,36081021900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,0,0
4022001,36081022001,0,11,27,-2,0,4,0,0,0,0,63,0,54,0,-2,,0,0,0,11,2
4022002,36081022002,23,79,22,8,48,-1,0,1,16,0,0,23,0,0,0,,1,0,1,20,14
4022900,36081022900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4023000,36081023000,1,0,1,3,1,0,0,0,1,0,0,1,0,0,1,,1,2,4,2,3
4023200,36081023200,0,1,144,-1,0,0,24,0,2,3,1,1,46,-3,0,,1,1,43,1,2
4023501,36081023501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,2,6
4023502,36081023502,10,1,0,6,0,-2,-8,3,0,0,6,10,0,0,0,,0,0,10,0,10
4023600,36081023600,-2,-2,60,0,1,0,0,51,1,0,481,-1,0,-1,223,,13,0,344,62,121
4023800,36081023800,0,1,0,0,-1,0,0,0,18,16,0,2,109,11,0,,-3,0,150,4,16
4024000,36081024000,2,346,0,-2,0,66,0,-4,-7,0,33,0,139,28,92,,47,2,153,116,32
4024300,36081024300,4,4,3,4,3,0,-4,1,25,3,2,6,9,9,2,,2,3,1,25,6
4024500,36081024500,4,-1,81,1,4,-1,1,21,0,0,30,4,42,3,0,,2,0,0,2,4
4024600,36081024600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4024700,36081024700,0,-2,0,7,0,-1,1,0,12,0,0,0,-2,-2,0,,0,0,129,134,2
4024900,36081024900,-1,2,-1,-1,-1,0,0,0,-1,4,-1,-1,-1,7,0,,1,132,87,0,2
4025100,36081025100,-2,3,0,-2,-5,0,0,0,6,0,-1,-2,0,0,0,,0,29,8,27,10
4025301,36081025301,0,-1,0,11,0,0,0,0,0,0,0,0,2,0,0,,1,0,80,0,0
4025302,36081025302,10,22,0,0,0,67,1,-1,25,0,-8,8,75,54,-1,,236,0,121,54,16
4025401,36081025401,3,28,22,11,4,0,1,0,0,4,-3,3,-1,8,0,,2,2,9,0,11
4025402,36081025402,1,6,4,3,4,0,0,-1,1,8,5,0,6,5,2,,8,1,27,4,8
4025500,36081025500,0,0,0,0,0,-2,6,0,0,-1,0,0,0,2,0,,1,0,7,0,7
4025700,36081025700,0,1,6,1,-7,1,0,0,0,0,1,0,0,0,0,,0,0,103,14,9
4025800,36081025800,0,0,0,1,0,4,-1,1,1,0,4,0,0,0,0,,0,0,2,2,1
4025900,36081025900,1,0,4,0,0,0,1,0,4,0,1,1,4,7,0,,0,0,-2,11,3
4026000,36081026000,9,0,6,1,0,0,-1,1,2,-1,2,9,6,0,0,,1,9,0,11,0
4026100,36081026100,0,26,2,7,0,0,0,27,0,11,-1,0,0,0,0,,0,0,11,1,-2
4026200,36081026200,2,1,0,1,0,1,-2,1,7,0,0,2,0,0,0,,0,1,0,4,-1
4026300,36081026300,0,42,37,-1,-3,12,-3,-6,16,7,15,0,13,10,9,,12,-1,31,28,38
4026400,36081026400,3,0,0,0,3,0,53,1,3,3,2,6,5,0,1,,4,11,4,5,3
4026501,36081026501,0,0,0,41,0,0,-1,-3,0,0,154,0,9,0,0,,0,0,77,1,12
4026502,36081026502,0,9,4,9,4,0,0,-1,0,0,0,0,5,0,0,,0,0,7,-2,2
4026600,36081026600,0,0,1,4,0,0,0,-1,0,0,0,0,0,0,1,,1,0,2,1,4
4026700,36081026700,10,60,0,0,-1,-3,-4,-4,-3,8,-7,10,8,1,0,,-2,0,4,12,43
4026901,36081026901,0,1,-2,0,0,-4,0,5,1,0,0,4,0,1,0,,35,0,12,2,23
4026902,36081026902,2,0,0,0,0,0,-1,0,0,3,1,2,0,0,2,,0,0,0,-1,1
4027000,36081027000,0,2,0,0,0,1,1,1,0,1,0,0,1,2,0,,1,0,2,0,2
4027101,36081027101,0,9,-5,8,0,-1,0,0,1,10,-1,0,0,0,10,,0,1,1,-3,-1
4027102,36081027102,0,0,0,0,1,0,-3,0,1,-8,0,0,0,0,0,,0,0,0,0,0
4027200,36081027200,0,1,0,0,3,0,1,0,0,1,0,0,1,-2,0,,0,1,5,0,4
4027301,36081027301,-2,1,29,0,-2,-2,0,0,0,0,0,-2,0,0,0,,0,0,0,1,-3
4027302,36081027302,0,0,0,0,0,0,0,0,0,0,0,-10,0,44,0,,0,0,125,0,1
4027400,36081027400,0,0,0,0,1,1,0,0,-1,0,0,0,-1,0,0,,0,2,2,0,2
4027500,36081027500,0,-2,0,2,-2,0,0,-1,0,0,0,1,0,-1,88,,2,0,0,3,92
4027600,36081027600,2,3,0,0,6,2,0,0,0,2,-2,2,3,4,0,,3,2,8,0,0
4027701,36081027701,0,0,2,0,0,1,-1,0,0,-2,0,0,0,24,0,,0,0,0,7,0
4027702,36081027702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,2
4027800,36081027800,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,,1,1,0,2,1
4027900,36081027900,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
4028000,36081028000,0,0,1,3,2,0,2,0,0,1,1,0,2,0,2,,0,1,2,1,4
4028100,36081028100,0,0,0,0,45,1,0,0,0,0,0,1,0,0,0,,0,0,41,0,0
4028200,36081028200,1,0,3,1,2,0,0,1,-1,19,1,1,6,1,0,,0,4,2,3,4
4028300,36081028300,0,0,-1,4,2,0,-1,0,37,0,0,0,0,0,0,,0,0,0,-1,-2
4028400,36081028400,3,6,6,5,5,2,3,0,2,5,1,3,8,5,4,,2,1,13,3,9
4028500,36081028500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,3
4028700,36081028700,0,0,0,0,6,0,0,1,0,0,-4,0,0,0,1,,-3,0,6,0,-1
4028801,36081028801,2,4,5,3,2,0,3,3,5,2,6,2,3,4,1,,-1,0,6,1,9
4028802,36081028802,3,2,-1,1,2,0,1,3,4,2,5,5,2,2,1,,1,-1,8,0,2
4028803,36081028803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4028900,36081028900,0,0,-1,0,0,-2,0,0,0,0,1,0,0,1,0,,0,0,2,0,2
4029100,36081029100,0,10,4,3,0,-2,0,1,1,3,1,0,0,1,2,,0,1,-1,3,2
4029300,36081029300,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,,0,0,1,1,1
4029400,36081029400,163,10,6,19,2,5,4,9,11,6,7,166,11,10,3,,2,1,25,30,19
4029500,36081029500,0,1,0,-1,1,0,7,1,0,0,0,0,0,0,0,,0,0,0,0,2
4029700,36081029700,8,-1,10,3,7,8,4,0,15,-3,0,8,-3,48,12,,1,0,7,4,1
4029900,36081029900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4030600,36081030600,0,3,-2,13,6,4,2,3,2,4,5,0,5,7,2,,7,5,6,2,-1
4030903,36081030903,0,2,17,1,0,0,1,0,1,2,-1,0,0,1,1,,6,1,5,2,16
4030904,36081030904,0,2,2,3,1,1,0,1,2,0,3,1,1,0,1,,1,0,0,0,13
4030905,36081030905,0,2,3,0,3,1,2,0,3,-1,0,1,1,1,0,,2,2,5,1,11
4030906,36081030906,0,2,4,4,1,0,4,2,2,0,2,0,0,0,1,,0,4,5,1,13
4031700,36081031700,1,11,3,3,1,2,0,10,2,1,3,1,8,1,16,,2,1,1,11,19
4032000,36081032000,2,4,8,1,8,1,10,3,6,16,2,3,6,5,2,,7,19,9,6,21
4032700,36081032700,0,7,1,0,3,-2,0,0,0,0,0,6,6,0,1,,1,1,1,1,7
4032800,36081032800,0,6,6,-1,0,10,1,0,4,4,4,0,0,0,0,,0,0,2,2,21
4032900,36081032900,0,9,0,0,2,6,1,3,2,1,8,0,1,7,21,,3,2,21,2,27
4033000,36081033000,1,19,8,8,1,4,3,4,3,2,7,3,1,12,4,,5,1,7,0,9
4033100,36081033100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4033401,36081033401,88,14,7,5,4,0,56,54,1,87,85,90,4,3,1,,1,2,35,88,5
4033403,36081033403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4033404,36081033404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4033405,36081033405,0,3,1,0,0,1,0,0,0,2,2,0,1,2,0,,0,0,0,1,2
4033700,36081033700,0,0,1,0,1,0,1,1,0,0,3,1,0,3,0,,1,1,3,6,11
4033900,36081033900,1,1,0,0,0,0,1,2,1,3,0,2,0,0,0,,0,0,1,2,3
4034700,36081034700,4,5,1,-1,0,1,2,16,1,-1,-2,6,3,4,0,,0,3,2,4,1
4035100,36081035100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,0,2,2,4
4035200,36081035200,0,0,0,4,2,4,2,1,-1,1,1,0,3,1,1,,3,1,13,7,3
4035300,36081035300,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,,0,1,2,5,-2
4035700,36081035700,2,7,2,9,-3,9,-2,2,-1,1,-1,2,0,4,1,,4,2,12,5,37
4035800,36081035800,2,15,1,5,1,0,0,3,1,1,5,3,2,7,2,,0,83,6,2,1
4036100,36081036100,4,5,3,-1,4,0,0,1,0,-4,-1,10,0,8,0,,2,1,12,5,9
4036300,36081036300,1,0,0,2,13,0,2,-3,0,8,1,1,3,-3,0,,5,8,0,1,10
4036500,36081036500,1,2,0,4,0,-1,-2,1,0,9,24,8,12,34,2,,0,0,32,9,6
4036600,36081036600,1,0,0,4,2,5,-1,0,0,10,1,1,3,0,0,,1,0,8,0,3
4036700,36081036700,0,0,5,0,3,0,0,2,0,1,1,0,2,2,1,,1,0,5,2,4
4036800,36081036800,0,0,3,2,1,0,0,0,-2,1,1,0,0,0,0,,0,0,2,0,0
4037100,36081037100,0,4,1,1,0,1,1,0,2,2,4,0,1,0,0,,1,0,1,1,5
4037300,36081037300,0,1,-4,79,0,12,0,0,-1,4,0,20,3,1,26,,4,1,110,1,262
4037501,36081037501,0,17,0,1,2,-1,1,0,0,0,0,-1,0,10,0,,0,0,0,-1,2
4037502,36081037502,0,27,5,-2,12,0,0,16,1,29,0,0,0,-5,-1,,0,10,42,0,4
4037600,36081037600,0,5,0,0,7,1,0,0,1,6,6,1,5,5,0,,0,7,12,1,2
4037700,36081037700,-3,0,-1,-1,-1,8,0,9,7,0,0,-3,9,0,0,,6,0,2,3,1
4037900,36081037900,16,10,8,0,38,11,-4,1,0,-4,-2,16,32,5,11,,0,0,79,1,7
4038100,36081038100,10,24,4,-1,8,40,5,3,-7,-2,1,9,16,0,6,,3,0,16,11,7
4038301,36081038301,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,,881,0,0,0,0
4038302,36081038302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0
4038400,36081038400,1,0,1,1,1,0,0,0,0,4,0,1,0,0,2,,3,0,5,0,3
4039400,36081039400,4,1,0,4,-2,3,5,4,2,70,5,4,5,3,4,,3,-2,8,4,0
4039800,36081039800,1,0,0,0,0,0,1,0,2,0,1,1,-1,1,0,,2,0,0,1,0
4039901,36081039901,0,2,1,5,0,0,2,0,1,-2,1,0,0,1,8,,3,3,3,8,24
4039902,36081039902,0,8,16,14,9,-1,35,-5,16,26,1,0,0,0,0,,0,0,104,3,49
4040000,36081040000,0,2,0,2,0,0,0,-3,0,0,8,4,0,8,2,,12,-1,0,48,9
4040101,36081040101,-2,4,0,3,3,0,-10,-3,11,3,9,-2,0,49,28,,0,7,7,12,8
4040102,36081040102,0,34,50,14,-1,0,4,1,0,-2,-5,0,58,0,0,,6,0,0,7,-3
4040200,36081040200,0,2,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0
4040301,36081040301,0,4,10,0,1,-3,13,-1,0,-2,-15,-1,3,0,0,,0,0,4,8,0
4040302,36081040302,2,51,33,9,10,-6,5,29,0,-2,3,2,0,-1,0,,-4,0,0,5,2
4040400,36081040400,1,0,0,1,1,0,0,2,0,0,0,1,0,3,0,,0,0,4,2,-1
4040501,36081040501,0,23,0,0,7,0,0,-1,0,8,0,0,0,0,0,,0,0,0,7,1
4040502,36081040502,0,9,0,-2,0,11,0,1,-10,0,2,3,14,13,7,,5,4,5,8,5
4040701,36081040701,0,-1,14,0,0,0,-1,7,1,0,21,0,0,0,-1,,0,3,0,3,2
4040702,36081040702,0,1,10,12,19,1,0,0,6,-5,0,0,0,0,0,,4,1,1,11,6
4040901,36081040901,15,0,1,0,0,1,-1,0,0,0,0,15,0,0,0,,0,0,0,13,1
4040902,36081040902,0,12,0,18,0,1,-3,-4,0,11,4,-1,0,0,0,,0,-1,3,4,-2
4041100,36081041100,0,0,34,1,0,0,0,0,1,30,5,0,2,-2,1,,0,0,6,-2,3
4041300,36081041300,1,-1,5,-1,10,3,1,42,16,6,2,15,6,13,0,,0,6,8,36,13
4041400,36081041400,1,5,0,0,2,-1,5,1,2,6,1,1,3,7,15,,5,2,3,28,3
4041500,36081041500,-1,6,0,8,19,0,11,3,-1,11,1,-1,-2,3,-1,,14,42,27,5,6
4042400,36081042400,0,7,0,2,0,0,3,0,1,0,0,1,1,0,0,,3,1,0,0,2
4042600,36081042600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4042700,36081042700,18,22,1,16,0,12,6,-4,5,11,22,18,0,0,0,,3,0,11,1,13
4043200,36081043200,1,0,0,0,0,0,1,0,0,4,3,1,5,2,0,,1,0,1,1,1
4043400,36081043400,0,1,0,0,1,1,0,1,0,2,0,0,4,3,0,,5,1,1,2,0
4043701,36081043701,0,8,40,1,4,6,5,0,7,-1,0,0,7,4,-1,,3,0,28,18,4
4043702,36081043702,0,24,7,27,0,6,-4,12,-3,16,-4,-1,21,3,1,,0,9,24,7,17
4043900,36081043900,0,5,9,14,1,0,1,4,-1,9,13,0,0,2,2,,1,9,6,0,15
4044000,36081044000,1,11,1,9,3,6,0,-1,4,14,4,2,1,3,-2,,3,0,3,6,16
4044301,36081044301,1,28,4,3,-1,0,-1,11,28,71,23,1,15,3,0,,0,0,26,4,13
4044302,36081044302,1,5,1,8,1,1,0,1,1,4,-4,1,6,10,10,,0,0,8,7,12
4044400,36081044400,20,57,-1,16,38,4,2,-3,2,90,1,15,391,16,-2,,35,0,9,7,2
4044601,36081044601,0,0,12,1,0,101,0,0,0,0,0,0,-1,489,0,,0,4,977,18,7
4044602,36081044602,0,81,0,-1,0,0,-3,0,0,45,0,0,51,70,-1,,14,0,84,15,22
4044800,36081044800,0,1,-1,0,1,0,-1,1,0,0,1,0,0,0,0,,1,1,17,4,2
4045000,36081045000,-1,3,1,2,3,0,1,3,4,0,1,-1,1,0,0,,1,1,38,2,2
4045200,36081045200,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,,0,0,1,0,5
4045400,36081045400,-2,8,1,1,0,4,2,-2,0,4,-1,-2,10,-1,4,,0,1,3,9,8
4045500,36081045500,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6
4045600,36081045600,0,1,0,2,0,0,0,1,0,1,2,0,1,0,0,,2,0,3,0,2
4045700,36081045700,0,9,-1,1,-3,2,13,4,1,15,0,0,5,26,0,,0,-2,2,6,9
4045800,36081045800,0,37,4,-1,0,0,8,-3,0,-1,-3,0,0,9,0,,1,0,3,-3,15
4045900,36081045900,-3,2,3,-3,8,-1,0,6,-1,1,-1,2,0,2,6,,8,0,0,2,1
4046000,36081046000,0,1,0,0,0,0,-1,11,0,-1,0,1,-3,-1,-4,,111,16,663,20,94
4046100,36081046100,4,-1,0,0,0,-1,0,2,-1,-2,0,1,4,-1,0,,0,0,1,0,8
4046200,36081046200,13,27,37,31,1,94,2,-1,14,0,13,19,32,10,0,,12,15,92,66,103
4046300,36081046300,4,22,9,0,0,1,-4,-1,0,8,13,9,0,3,1,,0,1,42,18,-3
4046400,36081046400,18,0,1,0,0,-1,0,0,0,0,-2,18,0,-1,0,,0,8,1,0,3
4046500,36081046500,0,7,0,1,0,0,1,-1,6,0,1,0,2,-1,0,,0,8,2,-2,-2
4046600,36081046600,46,0,-2,0,7,-1,-1,17,8,68,32,46,0,0,0,,1,0,-1,0,24
4046700,36081046700,0,21,0,1,0,4,-1,-2,0,0,8,0,0,0,18,,1,0,36,38,10
4046800,36081046800,0,0,17,1,0,0,0,0,0,0,132,-1,0,-1,0,,31,0,52,2,3
4046901,36081046901,0,0,20,1,-1,1,1,0,0,0,0,0,2,0,-1,,0,10,1,0,1
4046902,36081046902,0,2,4,3,1,0,0,0,-9,0,0,0,20,0,0,,1,0,1,0,0
4047000,36081047000,0,0,0,0,1,0,0,0,-2,0,1,1,4,0,1,,2,0,7,2,1
4047100,36081047100,0,2,-3,2,0,31,12,-1,7,1,22,0,0,0,1,,100,0,31,83,58
4047200,36081047200,0,0,0,0,0,2,0,2,1,0,0,0,-1,1,0,,1,0,51,0,2
4047300,36081047300,142,4,8,87,3,48,10,10,44,-2,0,141,182,0,-1,,275,10,104,6,4
4047500,36081047500,0,9,18,-4,14,3,151,9,5,16,0,0,33,5,0,,0,8,70,22,28
4047600,36081047600,1,-1,-2,1,0,-1,0,-1,0,0,-1,2,2,2,1,,1,2,4,0,2
4047801,36081047801,0,0,2,0,-1,0,22,2,-1,0,0,0,1,0,2,,2,0,107,1,18
4047802,36081047802,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,,0,0,0,0,0
4047900,36081047900,5,8,20,3,13,1,4,-1,0,3,15,7,2,11,0,,17,17,4,9,63
4048000,36081048000,0,2,0,3,4,0,0,2,1,0,0,0,0,0,0,,0,0,3,79,23
4048100,36081048100,0,0,2,0,0,2,-1,7,2,1,0,0,0,0,0,,0,0,-1,1,0
4048200,36081048200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,,1,0,-1,1,3
4048301,36081048301,0,-2,17,1,-2,0,3,-13,-4,9,11,3,0,8,29,,0,1,9,0,3
4048302,36081048302,48,-2,4,0,8,10,0,-2,1,0,-1,48,-1,1,-2,,0,3,8,3,0
4048400,36081048400,0,4,0,1,1,2,-1,1,0,1,-1,0,2,1,10,,3,2,1,1,7
4048500,36081048500,0,11,4,5,3,0,2,4,2,0,179,0,6,92,2,,14,9,479,3,128
4048900,36081048900,74,0,-1,-3,-2,8,-2,-6,-1,0,7,75,1,69,183,,0,-1,297,1,19
4049201,36081049201,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,,0,0,2,-1,1
4049202,36081049202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1
4049301,36081049301,-2,6,0,1,9,0,0,0,0,0,-2,-2,0,3,0,,0,1,9,1,5
4049302,36081049302,0,14,7,-2,0,0,2,4,0,0,-2,0,0,0,0,,3,0,0,2,4
4049500,36081049500,0,7,0,0,2,0,0,0,-2,0,0,1,3,2,0,,0,0,0,2,0
4049600,36081049600,0,0,1,0,-1,1,0,0,0,-1,2,0,0,0,0,,0,0,3,0,1
4049700,36081049700,1,2,9,0,-2,5,9,6,14,3,2,1,0,1,0,,1,1,1,5,1
4049900,36081049900,0,1,4,2,3,3,3,34,0,-2,1,8,3,0,1,,7,8,27,3,21
4050000,36081050000,0,6,4,5,0,0,0,0,2,12,-2,0,9,-2,7,,0,5,37,35,30
4050201,36081050201,0,0,3,0,0,1,0,0,1,2,1,1,1,0,1,,13,0,4,0,4
4050202,36081050202,0,-1,0,0,2,1,0,0,0,6,0,0,2,2,4,,0,0,0,0,4
4050400,36081050400,0,0,0,0,0,0,-2,0,0,0,1,0,2,0,0,,0,0,0,-1,0
4050500,36081050500,0,-1,0,0,0,2,0,0,2,0,1,0,0,0,0,,0,0,3,0,2
4050600,36081050600,2,0,0,1,0,0,0,3,0,0,2,3,0,0,0,,0,0,6,0,5
4050700,36081050700,1,18,1,3,2,2,1,0,2,0,-1,0,-1,2,-2,,11,3,3,-1,11
4050800,36081050800,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,4,5
4051000,36081051000,0,0,0,0,0,1,0,0,-2,0,0,0,4,1,0,,0,1,0,1,0
4051100,36081051100,0,1,-1,1,6,0,6,0,1,2,0,0,0,0,0,,3,0,3,6,7
