ProjectID,BuildingID,ReportingConstructionType,Borough,Block,Lot,BIN,HouseNumber,StreetName,CountedRentalUnits,CountedHomeownershipUnits,AllCountedUnits,TotalBuildingUnits,BaseSquareFootage,Stories,BBL,Community Board,Council District,Census Tract,NTA,Latitude,Longitude,Postcode
50424,528114,Preservation,,11033,69,4237376,190-17,115 DRIVE,0,1,1,1,1531,2,4110330069,12,27,526,QN08,40.694638,-73.7609,11412
50424,529586,Preservation,,11069,198,4238421,197-18,116 AVENUE,0,1,1,1,1152,2,4110690198,12,27,530,QN08,40.695315,-73.755283,11412
50424,531912,Preservation,,12368,53,4268028,168-31,118 ROAD,0,1,1,1,1440,1,4123680053,12,27,284,QN76,40.683839,-73.776789,11434
50424,532806,Preservation,,12370,16,4268090,168-32,119 AVENUE,0,1,1,1,1260,0,4123700016,12,27,284,QN76,40.683414,-73.776052,11434
50424,532963,Preservation,,12654,7,4272735,198-14,119 AVENUE,0,1,1,1,3833,1,4126540007,12,27,376,QN08,40.691266,-73.752734,11412
50424,533227,Preservation,,12375,85,4268268,171-48,119 ROAD,0,1,1,1,1655,1,4123750085,12,27,282,QN08,40.684231,-73.77372,11434
50424,533654,Preservation,,12469,137,4269360,177-19,120 AVENUE,0,1,1,1,1788,2,4124690137,12,27,368,QN08,40.684972,-73.767101,11434
50424,552683,Preservation,,13086,57,4281201,222-33,143 ROAD,0,1,1,1,1162,2,4130860057,13,31,682,QN66,40.66677,-73.754296,11413
50424,553308,Preservation,,12594,16,4271188,171-15,144 AVENUE,0,1,1,1,1336,2,4125940016,12,31,330,QN02,40.668823,-73.769014,11434
50424,565015,Preservation,,15013,4,4296670,144-41,158 STREET,0,1,1,1,1148,2,4150130004,13,31,306,QN03,40.665017,-73.779534,11434
50424,568358,Preservation,,6856,59,4148462,80-44,162 STREET,0,1,1,1,1296,2,4068560059,8,24,1265,QN38,40.720157,-73.805261,11432
50424,584952,Preservation,,12605,39,4271504,118-19,190 STREET,0,1,1,1,1312,2,4126050039,12,27,394,QN08,40.690162,-73.76021,11412
50424,594559,Preservation,,12634,24,4272231,117-27,204 STREET,0,1,1,1,1140,2,4126340024,12,27,384,QN08,40.695206,-73.748132,11412
50424,597224,Preservation,,11026,379,4237092,114-26,208 STREET,0,1,1,1,1176,2,4110260379,13,27,516,QN34,40.701375,-73.746501,11411
50424,597766,Preservation,,10573,43,4225490,89-55,208 STREET,0,1,1,1,1476,2,4105730043,13,23,492,QN06,40.719646,-73.756132,11427
50424,630308,Preservation,,12462,12,4269190,177-48,BAISLEY BOULEVARD,0,1,1,1,1608,2,4124620012,12,27,368,QN08,40.687144,-73.767573,11434
50424,655268,Preservation,,12438,142,4268885,186-20,FOCH BOULEVARD,0,1,1,1,1156,2,4124380142,12,27,366,QN08,40.690404,-73.764431,11412
50495,949059,New Construction,,12183,35,4607744,162-25,112 ROAD,53,0,53,53,10639,5,4121830035,12,28,264,QN01,40.689767,-73.786563,11433
50497,806842,New Construction,,2441,1,2002441,635,MORRIS AVENUE,176,0,176,176,50392,7,2024410001,1,17,65,BX34,40.819177,-73.921958,10451
50509,965117,New Construction,,3168,7501,2127056,2605,GRAND CONCOURSE,94,0,94,94,7823,12,2031687501,7,14,401,BX05,40.864727,-73.895407,10468
50519,38153,Preservation,,1830,11,1055196,265,WEST 114 STREET,115,0,115,115,2523,5,1018300011,10,9,218,MN11,40.802754,-73.955442,10026
50568,514177,Preservation,,9493,37,4200851,126-19,103 AVENUE,0,0,0,1,1048,2,4094930037,9,28,156,QN54,40.68972,-73.818822,11419
50580,28059,Preservation,,1925,13,1058445,180,ST NICHOLAS AVENUE,0,21,21,21,33230,7,1019250013,10,9,220,MN11,40.805904,-73.9528,10026
50583,217149,Preservation,,2007,14,3321981,475,CARLTON AVENUE,0,305,305,305,99999,15,3020070014,2,35,179,BK68,40.683478,-73.970918,11238
50602,231421,Preservation,,1130,75,3027676,683,DEAN STREET,0,0,0,61,11493,3,3011300075,8,35,203,BK64,40.680062,-73.967314,11238
50602,331239,Preservation,,1648,19,3045327,800,MADISON STREET,0,0,0,99,14761,3,3016480019,3,41,385,BK35,40.687577,-73.925674,11221
50602,808434,Preservation,,3061,18,3325854,157,GRAHAM AVENUE,0,0,0,76,7865,5,3030610018,1,34,505,BK90,40.707223,-73.943196,11206
50605,79712,Preservation,,2609,39,2004215,1195,FULTON AVENUE,0,0,0,20,9650,5,2026090039,3,16,145,BX01,40.830023,-73.904922,10456
50605,79714,Preservation,,2609,37,2004214,1199,FULTON AVENUE,0,0,0,20,19255,5,2026090037,3,16,145,BX01,40.830086,-73.904882,10456
50606,64431,Preservation,,2657,9,2004694,754,EAST 161 STREET,0,0,0,24,5100,6,2026570009,1,17,77,BX34,40.821283,-73.904584,10456
50606,92439,Preservation,,3008,15,2010918,1496,LONGFELLOW AVENUE,0,0,0,19,5000,5,2030080015,3,17,157,BX75,40.832226,-73.886605,10460
50606,92440,Preservation,,3008,17,2010919,1500,LONGFELLOW AVENUE,0,0,0,19,5000,5,2030080017,3,17,157,BX75,40.832314,-73.88655,10460
50606,92441,Preservation,,3008,19,2010920,1504,LONGFELLOW AVENUE,0,0,0,19,5000,5,2030080019,3,17,157,BX75,40.832405,-73.886499,10460
50609,215649,Preservation,,3349,1,3076547,1095,BUSHWICK AVENUE,5,10,15,15,7500,4,3033490001,4,34,399,BK78,40.690172,-73.91931,11221
50611,867829,Preservation,,15890,30,4532559,334,BEACH 54 STREET,0,0,0,32,1,4,4158900030,14,31,97204,QN12,40.593481,-73.784379,11692
50623,860085,Preservation,,16151,6,,44971,BEACH 96 STREET,0,0,0,72,1,7,,,,,,,,
50638,949243,New Construction,,5229,17,3328301,1355,ROGERS AVENUE,123,0,123,123,11584,8,3052290017,14,45,788,BK42,40.636955,-73.950995,11210
50655,958176,New Construction,,2782,7502,3069426,695,GRAND STREET,51,0,51,51,7630,8,3027820036,1,34,495,BK90,40.711566,-73.944797,11211
50675,227371,Preservation,,8804,42,3247881,2800,COYLE STREET,0,0,0,157,1,6,3088040042,15,48,622,BK17,40.585065,-73.934159,11235
50677,348491,Preservation,,7238,115,3196066,2650,OCEAN PARKWAY,0,0,0,190,186630,12,3072380115,13,47,37401,BK26,40.585466,-73.966438,11235
50735,251214,Preservation,,7467,13,3205115,2654,EAST 23 STREET,0,0,0,16,10248,3,3074670013,15,48,600,BK17,40.587486,-73.946552,11235
50741,394534,Preservation,,7019,82,3189023,2817,WEST 20 STREET,0,0,0,5,3160,2,3070190082,13,47,326,BK21,40.578092,-73.98721,11224
50744,213199,Preservation,,8716,43,3245628,3038,BRIGHTON 14 STREET,0,0,0,5,2300,2,3087160043,13,48,61004,BK19,40.578803,-73.955322,11235
50753,341971,Preservation,,7264,15,3196510,191,NEPTUNE AVENUE,0,0,0,5,1760,3,3072640015,13,48,366,BK19,40.581854,-73.960468,11235
50774,633968,Preservation,,16138,24,4435782,148,BEACH 93 STREET,0,0,0,7,5350,2,4161380024,14,32,94203,QN12,40.584866,-73.815236,11693
50777,213197,Preservation,,8717,96,3245685,3031,BRIGHTON 14 STREET,0,0,0,47,1,6,3087170096,13,48,61004,BK19,40.578855,-73.95526,11235
50778,842134,Preservation,,8810,7503,3350422,3411,GUIDER AVENUE,0,0,0,6,8235,7,3088107503,15,48,608,BK17,40.582899,-73.958635,11235
50788,11230,Preservation,,391,57,1004759,303,EAST 8 STREET,0,0,0,13,1,6,1003910057,3,2,2602,MN28,40.725433,-73.980143,10009
50793,821898,Preservation,,390,7501,1085928,217,EAST 7 STREET,0,0,0,16,13141,6,1003907501,3,2,2602,MN28,40.724459,-73.979735,10009
50795,6553,Preservation,,393,38,1004895,165,AVENUE C,0,0,0,8,1,5,1003930038,3,2,28,MN28,40.726029,-73.977433,10009
50795,6554,Preservation,,393,37,1004894,167,AVENUE C,0,0,0,8,1,5,1003930037,3,2,28,MN28,40.726086,-73.97739,10009
50795,6555,Preservation,,393,36,1004893,169,AVENUE C,0,0,0,8,1,5,1003930036,3,2,28,MN28,40.726147,-73.977343,10009
50801,6603,Preservation,,387,140,1004657,77,AVENUE C,0,0,0,16,,6,1003870140,3,2,2601,MN28,40.723051,-73.979624,10009
50804,6529,Preservation,,378,4,1004527,134,AVENUE C,0,0,0,22,30450,6,1003780004,3,2,2602,MN28,40.724988,-73.978184,10009
50805,11576,Preservation,,393,40,1004897,391,EAST 10 STREET,0,0,0,7,10625,5,1003930040,3,2,28,MN28,40.726138,-73.97814,10009
50806,11247,Preservation,,391,45,1077453,327,EAST 8 STREET,0,0,0,12,17669,5,1003910045,3,2,2602,MN28,40.725043,-73.979212,10009
50807,6424,Preservation,,393,7,1004876,171,AVENUE B,0,0,0,9,2356,5,1003930007,3,2,28,MN28,40.727313,-73.979568,10009
50808,11113,Preservation,,389,27,1004682,218,EAST 7 STREET,0,0,0,5,7765,5,1003890027,3,2,2602,MN28,40.724445,-73.979746,10009
50813,943824,Preservation,,1671,1,1089704,301,EAST 99 STREET,0,0,0,176,1,10,1016710001,11,8,164,MN33,40.786032,-73.945335,10029
50815,776615,Preservation,,1003,14,5023696,2044,RICHMOND TERRACE,36,0,36,36,4160,3,5010030014,1,49,207,SI28,40.640368,-74.131298,10302
50818,31409,Preservation,,694,17,1012327,531,WEST 22 STREET,0,0,0,50,,5,1006940017,4,3,99,MN13,40.747481,-74.005724,10011
50819,6422,Preservation,,393,6,1004875,169,AVENUE B,0,0,0,9,2356,5,1003930006,3,2,28,MN28,40.727253,-73.979612,10009
50820,11252,Preservation,,390,24,1004713,334,EAST 8 STREET,0,0,0,30,29232,6,1003900024,3,2,2602,MN28,40.724903,-73.978927,10009
50821,6426,Preservation,,393,8,1004877,173,AVENUE B,0,0,0,9,10785,5,1003930008,3,2,28,MN28,40.727374,-73.979525,10009
50837,881542,Preservation,,595,7504,1087495,330,SPRING STREET,0,0,0,40,,12,1005957504,2,3,37,MN24,40.726044,-74.009705,10013
50847,637018,Preservation,,16250,1,4305475,138-11,BEACH CHANNEL DRIVE,0,0,0,41,1,2,4162500001,14,32,922,QN10,40.578288,-73.858424,11694
50866,634640,Preservation,,16232,71,4304984,166,BEACH 123 STREET,0,0,0,6,1000,3,4162320071,14,32,93402,QN10,40.57701,-73.842551,11694
50868,810149,Preservation,,8273,7501,3233305,108-01,SEAVIEW AVENUE,0,0,0,223,1,2,3082737501,18,46,1018,BK50,40.639092,-73.881532,11236
50869,634610,Preservation,,16204,22,4304182,431,BEACH 122 STREET,0,0,0,5,1200,3,4162040022,14,32,93402,QN10,40.58041,-73.843544,11694
50895,691317,Preservation,,16166,38,4435715,112-22,ROCKAWAY BEACH BOULEVARD,0,0,0,23,,3,4161660038,14,32,938,QN10,40.580728,-73.833989,11694
50902,908868,Preservation,,16173,7501,4538266,100-14,SHORE FRONT PARKWAY,0,0,0,78,,4,4161737501,14,32,94201,QN10,40.582429,-73.820402,11694
50933,811259,Preservation,,15931,40,4302057,147,BEACH 59 STREET,0,0,0,11,,1,4159310040,14,31,964,QN12,40.590417,-73.788753,11692
50938,51561,Preservation,,2972,34,2010431,1347,BRISTOW STREET,13,10,23,23,5350,5,2029720034,3,16,153,BX75,40.831908,-73.894913,10459
50942,964992,New Construction,,2808,73,2000000,2026,CRESTON AVENUE,114,0,114,114,18395,11,2028080073,5,14,23501,BX41,40.852057,-73.905436,10453
50959,633908,Preservation,,16138,39,4435778,145,BEACH 92 STREET,0,0,0,5,2300,2,4161380039,14,32,94203,QN12,40.585156,-73.814504,11693
50996,837303,Preservation,,8720,7512,,155,OCEANA DRIVE EAST,0,0,0,56,87230,8,,,,,,,,
50996,837304,Preservation,,8720,7512,,105,OCEANA DRIVE EAST,0,0,0,56,87230,7,,,,,,,,
51023,809070,Preservation,,7260,28,3196299,2727,OCEAN PARKWAY,0,0,0,174,1,6,3072600028,13,48,366,BK19,40.582809,-73.967034,11235
51031,6546,Preservation,,392,33,1004774,155,AVENUE C,0,0,0,16,1,5,1003920033,3,2,28,MN28,40.725636,-73.977729,10009
51035,683674,Preservation,,16213,1,4304470,117-17,NEWPORT AVENUE,0,0,0,6,3200,3,4162130001,14,32,93402,QN10,40.581093,-73.839273,11694
51047,212708,Preservation,,8691,33,3245108,3099,BRIGHTON 6 STREET,0,0,0,96,,6,3086910033,13,48,36002,BK19,40.577007,-73.961331,11235
51051,387522,Preservation,,8782,7,3247146,2330,VOORHIES AVENUE,0,0,0,105,18210,6,3087820007,15,48,600,BK17,40.586616,-73.945624,11235
51052,11135,Preservation,,376,16,1004475,248,EAST 7 STREET,0,0,0,12,23604,6,1003760016,3,2,2602,MN28,40.72374,-73.978065,10009
51056,211091,Preservation,,399,1,3006362,205,BOND STREET,0,0,0,5,1,4,3003990001,6,33,71,BK38,40.683162,-73.987395,11217
51056,216349,Preservation,,411,11,3006598,190,BUTLER STREET,0,0,0,4,1,3,3004110011,6,33,71,BK38,40.682353,-73.987514,11217
51064,335986,Preservation,,7061,2,3189572,1726,MERMAID AVENUE,0,0,0,7,,4,3070610002,13,47,326,BK21,40.57659,-73.985028,11224
51065,691364,Preservation,,16215,37,4304544,119-08,ROCKAWAY BEACH BOULEVARD,0,0,0,6,4100,3,4162150037,14,32,93402,QN10,40.578909,-73.839926,11694
51067,11583,Preservation,,379,15,1004545,412,EAST 10 STREET,0,0,0,24,14910,6,1003790015,3,2,28,MN28,40.725581,-73.976849,10009
51104,956094,New Construction,,595,7509,1080177,460,WASHINGTON STREET,22,0,22,107,25641,10,1005957509,1,1,39,MN24,40.724414,-74.010192,10013
51123,967799,New Construction,,2107,7502,3000000,15,LAFAYETTE AVENUE,50,0,50,123,12000,12,3021077502,2,35,33,BK68,40.68679,-73.97851,11217
51143,5578,Preservation,,1987,33,1059740,1488,AMSTERDAM AVENUE,18,0,18,18,3983,6,1019870033,9,7,219,MN06,40.817942,-73.95295,10031
51143,5579,Preservation,,1987,34,1059741,1492,AMSTERDAM AVENUE,18,0,18,18,4000,6,1019870034,9,7,219,MN06,40.818022,-73.952888,10031
51143,5580,Preservation,,1987,36,1059742,1496,AMSTERDAM AVENUE,22,0,22,22,4000,6,1019870036,9,7,219,MN06,40.818104,-73.952831,10031
51150,66602,Preservation,,3031,7,2011182,406,EAST 184 STREET,20,0,20,20,3680,6,2030310007,6,15,38302,BX40,40.856646,-73.894993,10458
51168,910338,Preservation,,16137,7502,4540154,91-16,SHORE FRONT PARKWAY,0,0,0,43,,6,4161377502,14,32,94203,QN12,40.584402,-73.813196,11693
51175,927217,New Construction,,2360,1,2000000,740,BROOK AVENUE,52,0,52,52,0,9,2023600003,1,17,71,BX34,40.81971,-73.911689,10451
51177,5624,Preservation,,2076,30,1061912,1702,AMSTERDAM AVENUE,7,0,7,7,1263,5,1020760030,9,7,229,MN04,40.82472,-73.947995,10031
51177,5656,Preservation,,2080,28,1062032,1780,AMSTERDAM AVENUE,13,0,13,13,2219,5,1020800028,9,7,233,MN04,40.82725,-73.946143,10031
51177,5659,Preservation,,2080,30,1062033,1784,AMSTERDAM AVENUE,9,0,9,9,1500,5,1020800030,9,7,233,MN04,40.827359,-73.946063,10031
51177,5661,Preservation,,2080,31,1062034,1786,AMSTERDAM AVENUE,9,0,9,9,1500,5,1020800031,9,7,233,MN04,40.827414,-73.946024,10031
51177,21191,Preservation,,2048,33,1060909,115,EDGECOMBE AVENUE,9,0,9,9,1292,5,1020480033,10,9,22102,MN03,40.820352,-73.945556,10030
51177,21218,Preservation,,2051,85,1061078,161,EDGECOMBE AVENUE,15,0,15,15,2588,5,1020510085,9,9,227,MN04,40.822086,-73.944601,10030
51177,21219,Preservation,,2051,83,1061077,165,EDGECOMBE AVENUE,20,0,20,20,2034,5,1020510083,9,9,227,MN04,40.822149,-73.944568,10030
51177,21220,Preservation,,2051,81,1061076,169,EDGECOMBE AVENUE,20,0,20,20,2013,5,1020510081,9,9,227,MN04,40.822212,-73.944539,10030
51177,21221,Preservation,,2051,98,1061083,180,EDGECOMBE AVENUE,42,0,42,42,5124,6,1020510098,9,9,227,MN04,40.822144,-73.94455,10030
51177,21246,Preservation,,2051,66,1079815,211,EDGECOMBE AVENUE,36,0,36,36,3066,6,1020510066,9,9,227,MN04,40.822868,-73.944228,10030
51177,28152,Preservation,,2048,42,1060915,618,ST NICHOLAS AVENUE,15,0,15,15,2122,5,1020480042,10,9,22102,MN03,40.821068,-73.946159,10030
51177,41519,Preservation,,2051,7,1061040,347,WEST 141 STREET,10,0,10,10,1235,5,1020510007,9,9,227,MN04,40.820986,-73.945397,10030
51177,41521,Preservation,,2051,4,1061039,351,WEST 141 STREET,12,0,12,12,1576,6,1020510004,9,9,227,MN04,40.821005,-73.94544,10030
51177,41937,Preservation,,2051,60,1061060,340,WEST 145 STREET,7,0,7,7,1504,4,1020510060,9,9,227,MN04,40.823697,-73.943985,10039
51177,804763,Preservation,,2051,64,1079816,219,EDGECOMBE AVENUE,30,0,30,30,2941,6,1020510064,9,9,227,MN04,40.822994,-73.944166,10030
51179,876943,Preservation,,1625,34,3390995,625,QUINCY STREET,94,0,94,94,84416,6,3016250034,3,36,291,BK35,40.688856,-73.934247,11221
51248,9911,Preservation,,2057,46,1061204,270,CONVENT AVENUE,60,0,60,60,75679,10,1020570046,9,9,227,MN04,40.821896,-73.948254,10031
51249,94237,Preservation,,3111,4,2012994,2120,MAPES AVENUE,0,29,29,29,27495,5,2031110004,6,15,36501,BX17,40.847123,-73.885094,10460
51252,46525,Preservation,,3261,15,2015921,3058,BAILEY AVENUE,9,0,9,9,1500,4,2032610015,8,14,277,BX28,40.877375,-73.902948,10463
51252,46526,Preservation,,3261,17,2015922,3060,BAILEY AVENUE,9,0,9,9,1572,4,2032610017,8,14,277,BX28,40.8774,-73.90293,10463
51252,116663,Preservation,,3213,14,2014629,2432,UNIVERSITY AVENUE,46,0,46,46,8300,5,2032130014,7,14,263,BX30,40.863593,-73.904393,10468
51252,119119,Preservation,,3179,47,2013964,2085,WALTON AVENUE,42,0,42,42,7052,6,2031790047,5,14,241,BX41,40.854223,-73.90578,10453
51260,811859,Preservation,,15926,1,4536731,57-15,SHORE FRONT PARKWAY,0,0,0,1093,,19,4159260001,14,31,97202,QN12,40.589248,-73.787478,11692
51261,2713,Preservation,,1763,1,1054344,2289,5 AVENUE,0,0,0,297,0,16,1017630001,11,9,210,MN34,40.814945,-73.936012,10037
51261,2716,Preservation,,1764,1,1054345,2301,5 AVENUE,0,0,0,60,0,11,1017640001,11,9,210,MN34,40.815502,-73.935614,10037
51261,804799,Preservation,,1764,1,1085294,2311,5 AVENUE,0,0,0,84,0,11,1017640001,11,9,210,MN34,40.816029,-73.935227,10037
51261,904741,Preservation,,1764,1,1085296,2333,5 AVENUE,0,0,0,184,0,19,1017640001,11,9,210,MN34,40.816767,-73.934713,10037
51271,213417,Preservation,,8690,91,3245104,500,BRIGHTWATER COURT,0,0,0,193,,18,3086900091,13,48,36002,BK19,40.575745,-73.962217,11235
51274,6564,Preservation,,382,1,1083146,2,HAVEN PLAZA,0,0,0,72,1,1,1003820001,3,2,28,MN28,40.727003,-73.976448,10009
51274,804063,Preservation,,382,1,1083141,1,HAVEN PLAZA,0,0,0,278,1,1,1003820001,3,2,28,MN28,40.727016,-73.97644,10009
51274,804358,Preservation,,382,1,1083143,700,EAST 13 STREET,0,0,0,22,1,1,1003820001,3,2,28,MN28,40.727593,-73.975827,10009
51278,951227,New Construction,,10155,7501,4615173,92-61,165 STREET,89,0,89,89,9399,14,4101557501,12,27,444,QN61,40.703984,-73.793742,11433
51299,928126,New Construction,,4447,7502,3413941,475,LOCKE STREET,151,0,151,151,60881,8,3044477502,5,42,1070,BK82,40.656348,-73.87567,11208
51299,956539,New Construction,,4447,7501,3413940,1062,ELTON STREET,136,0,136,136,60881,6,3044477501,5,42,1070,BK82,40.657478,-73.874795,11208
51300,631575,Preservation,,15638,1,4436178,125,BEACH 17 STREET,0,0,0,301,,26,4156380001,14,31,101001,QN15,40.594254,-73.75121,11691
51300,811186,Preservation,,15638,1,4436179,120,BEACH 19 STREET,0,0,0,301,,26,4156380001,14,31,101001,QN15,40.593572,-73.753179,11691
51301,976948,New Construction,,2361,25,2000000,626,BERGEN AVENUE,161,0,161,161,10864,9,2023610025,1,17,71,BX34,40.817371,-73.914557,10455
51302,979324,New Construction,,2361,7501,2000000,600,BERGEN AVENUE,281,0,281,281,40735,13,2023610001,1,17,71,BX34,40.816749,-73.915298,10455
51302,979325,New Construction,,2294,7502,2000000,556,BERGEN AVENUE,215,0,215,215,44628,12,2022940032,1,17,71,BX34,40.815937,-73.916354,10455
51314,253010,Preservation,,7470,7501,3256893,2626,EAST 26 STREET,0,0,0,9,1,3,3074707501,15,48,600,BK17,40.588388,-73.943477,11235
51314,253011,Preservation,,7470,7501,3341582,2628,EAST 26 STREET,0,0,0,9,13264,3,3074707501,15,48,600,BK17,40.588358,-73.943473,11235
51317,394690,Preservation,,7070,133,3189631,3024,WEST 23 STREET,0,0,0,10,9840,3,3070700133,13,47,352,BK21,40.573385,-73.989579,11224
51319,842160,Preservation,,8792,7502,3378455,2800,EAST 29 STREET,0,0,0,18,27850,3,3087927502,15,48,608,BK17,40.5849,-73.939984,11235
51320,203235,Preservation,,6911,7501,3187138,214,BAY 44 STREET,0,0,0,3,1,3,3069117501,13,43,314,BK26,40.589961,-73.989541,11214
51320,203236,Preservation,,6911,7501,3342991,216,BAY 44 STREET,0,0,0,3,1,3,3069117501,13,43,314,BK26,40.589919,-73.989584,11214
51320,203237,Preservation,,6911,7501,3342992,218,BAY 44 STREET,0,0,0,3,1,3,3069117501,13,43,314,BK26,40.589878,-73.989627,11214
51320,203238,Preservation,,6911,7501,3342993,220,BAY 44 STREET,0,0,0,3,1,3,3069117501,13,43,314,BK26,40.589837,-73.98967,11214
51320,203239,Preservation,,6911,7501,3342995,222,BAY 44 STREET,0,0,0,3,1,3,3069117501,13,43,314,BK26,40.589796,-73.989713,11214
51320,203240,Preservation,,6911,7501,3342994,224,BAY 44 STREET,0,0,0,3,1,3,3069117501,13,43,314,BK26,40.589755,-73.989757,11214
51357,951689,New Construction,,2077,14,1061933,525,WEST 145 STREET,79,0,79,79,19506,13,1020777501,9,7,229,MN04,40.825612,-73.948479,10031
51378,381909,Preservation,,3187,24,3072556,314,TROUTMAN STREET,6,0,6,6,1550,3,3031870024,4,34,427,BK77,40.704271,-73.925118,11237
51380,482642,Preservation,,11426,7501,4246853,151-44,80 STREET,0,0,0,9,8525,2,4114267501,10,32,6202,QN57,40.667039,-73.854461,11414
51382,634319,Preservation,,16228,41,4304848,129,BEACH 118 STREET,0,0,0,68,0,6,4162280041,14,32,93402,QN10,40.577981,-73.838215,11694
51384,11124,Preservation,,376,10,1004471,236,EAST 7 STREET,0,0,0,20,0,5,1003760010,3,2,2602,MN28,40.723863,-73.978361,10009
51384,11126,Preservation,,376,11,1004472,238,EAST 7 STREET,0,0,0,30,1,6,1003760011,3,2,2602,MN28,40.723841,-73.97831,10009
51396,2713,Preservation,,1763,1,1054344,2289,5 AVENUE,0,297,297,297,61225,16,1017630001,11,9,210,MN34,40.814945,-73.936012,10037
51396,2716,Preservation,,1764,1,1054345,2301,5 AVENUE,0,60,60,60,32251,11,1017640001,11,9,210,MN34,40.815502,-73.935614,10037
51396,804799,Preservation,,1764,1,1085294,2311,5 AVENUE,0,84,84,84,32251,11,1017640001,11,9,210,MN34,40.816029,-73.935227,10037
51396,904741,Preservation,,1764,1,1085296,2333,5 AVENUE,0,184,184,184,32251,19,1017640001,11,9,210,MN34,40.816767,-73.934713,10037
51405,950857,Preservation,,34,7502,,45065,BORDEN AVENUE,0,0,0,76,,12,,,,,,,,
51424,44252,Preservation,,639,1,1012047,445,WEST STREET,0,0,0,384,,13,1006390001,2,3,79,MN23,40.736109,-74.010013,10014
51425,904874,Preservation,,16137,7501,4532623,130,BEACH 92 STREET,0,0,0,20,,4,4161377501,14,32,94203,QN12,40.584901,-73.814307,11693
51463,11396,Preservation,,391,21,1004744,628,EAST 9 STREET,0,0,0,15,1,5,1003910021,3,2,2602,MN28,40.725839,-73.979309,10009
51481,11391,Preservation,,391,14,1082474,614,EAST 9 STREET,0,0,0,32,,5,1003910014,3,2,2602,MN28,40.725925,-73.979515,10009
51485,102762,Preservation,,5529,7501,2124419,24,PENNYFIELD AVENUE,0,0,0,15,,3,2055297501,10,13,118,BX52,40.809437,-73.802793,10465
51522,857780,Preservation,,7434,7502,3254248,2504,EAST 14 STREET,0,0,0,6,6700,3,3074347502,15,48,590,BK17,40.589804,-73.955937,11235
51529,6632,Preservation,,372,37,1004367,17,AVENUE D,0,0,0,2,826,3,1003720037,3,2,2202,MN28,40.720594,-73.9783,10009
51561,57798,Preservation,,2439,59,2002428,1259,COLLEGE AVENUE,0,0,0,21,3650,5,2024390059,4,16,17701,BX14,40.83425,-73.912519,10456
51561,57801,Preservation,,2439,57,2002427,1265,COLLEGE AVENUE,0,0,0,21,3650,5,2024390057,4,16,17701,BX14,40.834357,-73.912457,10456
51561,57803,Preservation,,2439,55,2002426,1269,COLLEGE AVENUE,0,0,0,21,3650,5,2024390055,4,16,17701,BX14,40.834425,-73.912414,10456
51565,4360,Preservation,,749,24,1083599,315,8 AVENUE,0,0,0,186,59250,21,1007490024,4,3,93,MN13,40.746984,-73.997272,10001
51565,4371,Preservation,,752,1,1083604,363,8 AVENUE,0,0,0,186,84550,21,1007520001,4,3,97,MN13,40.748535,-73.996138,10001
51565,4623,Preservation,,747,1,1078541,350,WEST 24 STREET,0,0,0,186,71700,21,1007470001,4,3,93,MN13,40.746825,-74.000448,10011
51565,4633,Preservation,,749,1,1013458,365,WEST 25 STREET,0,0,0,186,49375,21,1007490001,4,3,93,MN13,40.747426,-73.999552,10001
51565,4636,Preservation,,751,1,1082794,270,9 AVENUE,0,0,0,378,393100,21,1007510001,4,3,97,MN13,40.748497,-73.999856,10001
51565,31596,Preservation,,748,1,1083596,311,WEST 24 STREET,0,0,0,378,206175,21,1007480001,4,3,93,MN13,40.746043,-73.998333,10011
51565,803934,Preservation,,751,1,1082793,345,8 AVENUE,0,0,0,378,393100,21,1007510001,4,3,97,MN13,40.74792,-73.996589,10001
51565,805574,Preservation,,748,1,1083598,341,WEST 24 STREET,0,0,0,378,206175,21,1007480001,4,3,93,MN13,40.746325,-73.999802,10011
51565,805584,Preservation,,751,1,1082796,330,WEST 28 STREET,0,0,0,378,393100,21,1007510001,4,3,97,MN13,40.749131,-73.997019,10001
51565,805585,Preservation,,752,1,1083605,365,WEST 28 STREET,0,0,0,186,84550,21,1007520001,4,3,97,MN13,40.749501,-73.998444,10001
51581,64968,Preservation,,2614,61,2004293,587,EAST 167 STREET,79,0,79,79,66078,6,2026140061,3,16,185,BX35,40.82871,-73.904634,10456
51582,975396,New Construction,,2346,1,2000000,425,GRAND CONCOURSE,277,0,277,277,27000,26,2023460001,1,17,63,BX63,40.817142,-73.927957,10451
51590,38023,Preservation,,1828,40,1055121,226,WEST 113 STREET,1,17,18,18,23050,6,1018280040,10,9,216,MN11,40.801587,-73.95467,10026
51607,953385,New Construction,,594,7511,1090602,261,HUDSON STREET,41,0,41,201,26704,12,1005947511,2,3,37,MN24,40.724919,-74.007732,10013
51617,25490,Preservation,,253,1,1077585,10,MONROE STREET,0,0,0,795,25000,10,1002530001,3,1,8,MN27,40.711453,-73.995661,10002
51617,805099,Preservation,,253,1,1077591,30,MONROE STREET,0,0,0,795,25000,10,1002530001,3,1,8,MN27,40.711522,-73.994939,10002
51652,953622,New Construction,,3225,10,2129017,2264,LORING PLACE NORTH,66,0,66,66,6584,8,2032250010,7,14,255,BX30,40.860959,-73.90897,10468
